mesano,fornecedor,ean,nomeproduto,qtde_mes_anterior,entrada,valor,qtde_venda,faturamento,qtde_dishonest,valor_dishonest,estoquecd,estoqueloja,saldo
,,7898367983790,CERVEJA EISENBAHN PILSER - LATA 350ml,0,0,R$ 0,00,0,R$ 0,00,0,R$ 0,00,0,42,42
,,7894900180503,&#193;gua T&#244;nica Schweppes Citrus 350 ml,0,0,R$ 0,00,0,R$ 0,00,0,R$ 0,00,0,0,0
,,7894900060010,Refrigerante Sprite Sem A&#231;ucares 350 ml 2,0,0,R$ 0,00,0,R$ 0,00,0,R$ 0,00,0,1300,1300
,,7894900701753,Refrigerante Coca Cola Zero 1,5 Litros,0,0,R$ 0,00,0,R$ 0,00,0,R$ 0,00,0,0,0
,,7894900011753,Refrigerante Coca Cola Original 1,5 Litros,0,0,R$ 0,00,0,R$ 0,00,0,R$ 0,00,0,0,0
,,7892840812447,REFRIGERANTE H2O LIMAO - 500ml,0,0,R$ 0,00,0,R$ 0,00,0,R$ 0,00,0,0,0
,,7896371000175,CERVEJA LAGER PREMIUM GOLD THEREZ&#211;POLIS - 355ml,0,0,R$ 0,00,0,R$ 0,00,0,R$ 0,00,0,0,0
,,8412598001659,Cerveja Estrella Galicia Long Neck 250ml 0% &#225;lcool,0,0,R$ 0,00,0,R$ 0,00,0,R$ 0,00,0,0,0
,,7891098040893,Ice Tea Sabor P&#234;ssego 450ml,0,0,R$ 0,00,0,R$ 0,00,0,R$ 0,00,0,1312,1312
,,7894900520507,&#193;gua Saborizada Crystal sabor Lim&#227;o 510ml,0,0,R$ 0,00,0,R$ 0,00,0,R$ 0,00,0,0,0
,,7898953990072,CERVEJA ESTRELLA GALICIA LATA 350 - PACK 12 UNIDADES,0,0,R$ 0,00,0,R$ 0,00,0,R$ 0,00,0,0,0
,,7898367984124,CERVEJA EISENBAHN PALE ALE - PACK 06 Lts,0,0,R$ 0,00,0,R$ 0,00,0,R$ 0,00,0,0,0
,,7894900360011,&#193;gua T&#244;nica Schweppes sem A&#231;&#250;car 350 ml,0,0,R$ 0,00,0,R$ 0,00,0,R$ 0,00,0,18,18
,,7898367984056,CERVEJA EISENBAHN AMERICAN IPA - LATA 350ml,0,0,R$ 0,00,0,R$ 0,00,0,R$ 0,00,0,18,18
,,7894900094008,REFRIGERANTE FANTA GUARAN&#193; ZERO - 350ml,0,0,R$ 0,00,0,R$ 0,00,0,R$ 0,00,0,1319,1319
,,7894900701159,Refrigerante Coca Cola Zero 310 ml,0,0,R$ 0,00,0,R$ 0,00,0,R$ 0,00,0,0,0
,,7894900508017,BEBIDA ISOT&#212;NICA I9 POWERADE - FRUTAS TROPICAIS - 500ml,0,0,R$ 0,00,0,R$ 0,00,0,R$ 0,00,0,217,217
,,7894900681017,Refrigerante Sprite 350 ml,0,0,R$ 0,00,0,R$ 0,00,0,R$ 0,00,0,1318,1318
,,7894900501001,BEBIDA ISOT&#212;NICA I9 POWERADE - UVA - 500ml,0,0,R$ 0,00,0,R$ 0,00,0,R$ 0,00,0,0,0
,,7891098040688,Ch&#225; Matte Le&#227;o Original 450ml,0,0,R$ 0,00,0,R$ 0,00,0,R$ 0,00,0,1530,1530
,,7892840812423,REFRIGERANTE H2O CITRUS ZERO A&#199;&#218;CAR- 500ml,0,0,R$ 0,00,0,R$ 0,00,0,R$ 0,00,0,0,0
,,7891098041913,CH&#193; VERDE LE&#195;O - SABOR LIM&#195;O - 450ml,0,0,R$ 0,00,0,R$ 0,00,0,R$ 0,00,0,1300,1300
